"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"18072","185685","MECOX LANE LTD","MCOX","58403M201","0001501775","7389","561422","25502020","255020",2008,2014
"18073","185689","PERSHING GOLD CORP","PGLC","715302204","0001432196","1040","212221","15104030","151040",2011,2018
"18074","185690","MOBIUS RESOURCES INC","ZDEXF.1","60743L109","0001501010","1311","2111","10102020","101020",2010,2014
"18075","185695","AMERICAN STANDARD ENERGY CP","ASENQ","02971T107","0001349976","1311","211111","10102020","101020",2010,2012
"18076","185699","LE GAGA HOLDINGS LTD  -ADR","GAGA","521168104","0001499506","0100","111219","30202010","302020",2008,2014
"18077","185701","E-WASTE SYSTEMS INC","EWSI","26927B209","0001488309","5093","423930","20201050","202010",2009,2013
"18078","185703","LEAF GROUP LTD","LEAF","52177G102","0001365038","7370","519130","25502020","255020",2008,2020
"18079","185705","HBANC CAPITAL SECURITIES TR","HSC.UN","40408T100",NA,"6199",NA,NA,NA,2011,2015
"18080","185706","COLONIAL COAL INTL CORP","CCARF","195615109","0001497338","1220","2121","15104050","151040",2011,2021
"18081","185707","ISHARES BROAD COMDTY IDX ETF","ISHBF","46432N100",NA,"6722","525910",NA,NA,2010,2014
"18082","185711","SINOTECH ENERGY LTD  -ADR","CTESY","829359108","0001502505","1382","213112","10101020","101010",2005,2010
"18083","185716","ENZYMEBIOSYSTEMS","ENZB","29414C300","0001471968","2860","325199","15101050","151010",2012,2017
"18084","185730","CORDOBA MINERALS CORP - OLD","CDBMF.1","21899G930",NA,"1000","212","15104030","151040",2010,2016
"18085","185732","XUEDA EDUCATION GROUP  -ADR","XUE","98418W109","0001499619","8200","611710","25302010","253020",2007,2014
"18086","185733","TAL EDUCATION GROUP","TAL","874080104","0001499620","8200","611691","25302010","253020",2007,2021
"18087","185741","CI CORE CDN EQ INCME CL ETF","CINRF","17163X203",NA,"6199","525910",NA,NA,2010,2021
"18088","185758","VENDETTA MINING CORP","VDTAF","92261V102","0001757985","1000","212","15104020","151040",2010,2020
"18089","185760","GMINCOME & GROWTH FUND","GMF.UN","380126102",NA,"6722","525910",NA,NA,2010,2010
"18090","185761","O'LEARY HARD ASSET INCOME FD","OHA.UN","67089M104",NA,"6199","525910",NA,NA,2010,2011
"18091","185769","SODASTREAM INTERNATIONAL LTD","SODA","M9068E105","0001502916","3634","335210","25201040","252010",2008,2017
"18092","185770","COSTAMARE INC","CMRE","Y1771G102","0001503584","4412","483111","20303010","203030",2005,2021
"18093","185773","BETTER FOR YOU WELLNESS INC","BFYW","08771B105","0001446152","9995","999990","20104020","201040",2009,2017
"18094","185774","WONHE HIGH-TECH INTL INC","WHHT","978196103","0001434388","3570","33411","45202030","452020",2011,2016
"18095","185775","ABRDN PHYSICAL PR M B SH ETF","GLTR","003263100",NA,"6722","525910",NA,NA,2010,2021
"18096","185783","NOAH HOLDINGS LTD  -ADR","NOAH","65487X102","0001499543","6282","523930","40203010","402030",2008,2021
"18097","185784","RDA MICROELECTRONCS INC -ADR","RDA","749394102","0001493637","3674","334413","45301020","453010",2005,2013
"18098","185787","ADVISORSHARES MRGN CRK GBL","GTAA","00768Y800",NA,"6722","525910",NA,NA,2010,2016
"18099","185790","CHINA METRO-RURAL HOLDINGS","CNR.1","G3163G104","0001468944","6552","237210","40403010","404030",2008,2015
"18100","185793","C-CUBE GENETICS INC","CUBG","125013102","0001426874","2030","3114","30202030","302020",2008,2011
"18101","185797","HOWARD HUGHES CORP","HHC","44267D107","0001498828","6552","237210","60102030","601020",2005,2021
"18102","185801","MONAR INTERNATIONAL INC","MNAI","609013107","0001470719","9995","999990","25502020","255020",2009,2013
"18103","185807","UMAMI SUSTAINABLE SEAFOOD","UMAM","904074101","0001368765","2092","311710","30202030","302020",2009,2012
"18104","185808","VANECK VECTORS RARE EARTH ML","REMX","92189H805",NA,"6722","525910",NA,NA,2010,2021
"18105","185809","SPROTT PHYSICAL SILVER TRUST","PSLV","85207K107",NA,"6722","525910",NA,NA,2010,2021
"18106","185811","IMH FINANCIAL CORP","7192B","44899B917","0001397403","7011","522292","40102010","401020",2012,2019
"18107","185813","BIRCH LAKE ENERGY INC","BLK.H","09072C107",NA,"1311","2111","10102020","101020",2011,2013
"18108","185814","POYNT CORP","PNYTF","73942D109",NA,"4899","517919","45103010","451030",2010,2011
"18109","185816","STAR YIELD MANAGERS TRUST","XYM.UN","855198206",NA,"6726","525990","40203010","402030",2010,2010
"18110","185820","OIL OPTIMIZATION INC","OZTCF","67787B202",NA,"1311","2111","10102020","101020",2011,2014
"18111","185821","HORIZON TECHNOLOGY FINANCE","HRZN","44045A102","0001487428","6797","523910","40203010","402030",2009,2021
"18112","185822","GATEWAY CASINOS & ENTMT-REDH","7510B","36760B208","0001755874","7990","713210","25301010","253010",2010,2011
"18113","185824","BANKUNITED INC","BKU","06652K103","0001504008","6020","522110","40101015","401010",2009,2021
"18114","185825","PIMCO BROAD US TREAS IDX ETF","TRSY","72201R809",NA,"6722","525910",NA,NA,2010,2013
"18115","185826","INVIVO THERAPEUTICS HLDGS CO","NVIV","46186M605","0001292519","3841","339112","35101010","351010",2009,2021
"18116","185827","SP BANCORP INC","SPBC.2","78468K106","0001493182","6035","522120","40102010","401020",2008,2013
"18117","185828","VANGUARD GLOBAL EX-US RE ETF","VNQI","922042676",NA,"6722",NA,NA,NA,2010,2021
"18118","185833","RED EAGLE EXPLORATION LTD","XRELF","75656R109",NA,"1040","212221","15104030","151040",2012,2017
"18119","185835","GLOBAL X GOLD EXPLORERS ETF","GOEX","37954Y863",NA,"6722","525910",NA,NA,2010,2021
"18120","185836","PACIRA BIOSCIENCES INC","PCRX","695127100","0001396814","2834","325412","35202010","352020",2005,2021
"18121","185837","BITAUTO HOLDINGS LTD  -ADR","BITA","091727107","0001499781","7370","519130","50203010","502030",2010,2019
"18122","185838","RTS OIL HOLDINGS INC","RTSO","74978P107","0001425264","2911","324110","10102030","101020",2010,2012
"18123","185842","GLOBAL X URANIUM ETF","URA","37954Y871",NA,"6722","525910",NA,NA,2010,2021
"18124","185845","SANTARO INTERACTIVE ENTMT CO","STIE","802816108","0001487347","7370","5415","50202020","502020",2009,2013
"18125","185851","GREAT BEAR RESOURCES LTD","GTBAF","390143709","0001576963","1000","212","15104030","151040",2016,2020
"18126","185853","RENAISSANCE GOLD INC","RNSGF","75971J105","0001514872","1040","212221","15104040","151040",2010,2019
"18127","185854","SYSWIN INC  -ADR","SYSW","872058102","0001497862","6531","531210","40403040","404030",2010,2011
"18128","185855","CHINA XINIYA FASHN -ADR -OLD","XNY.1","16999G939",NA,"2300","315","25203010","252030",2008,2016
"18129","185857","AMBIT BIOSCIENCES CORP","AMBI","02318X100","0001131543","2836","325414","35201010","352010",2011,2013
"18130","185859","QUESTEX GOLD & COPPER LTD","QEXGF","74790A106","0001519424","1040","2122","15104020","151040",2011,2020
"18131","185865","AUSTRALIA ACQUISITION CORP","AACPF","G06368107","0001499593","9995","999990",NA,NA,2011,2012
"18132","185866","GLOBAL X MSCI NORWAY ETF","NORW.1","37950E747",NA,"6722","525910",NA,NA,2010,2020
"18133","185867","ISHARES MSCI RUSSIA ETF","ERUS","46434G798",NA,"6722","525910",NA,NA,2010,2021
"18134","185868","WHISTLER BLACKCOMB HLDGS INC","WSBHF","96336D104",NA,"7990","713920","25301030","253010",2008,2015
"18135","185880","TERANGA GOLD CORP","TGCDF","880797204","0001507260","1040",NA,"15104030","151040",2010,2019
"18136","185881","BOOZ ALLEN HAMILTON HLDG CP","BAH","099502106","0001443646","7370","541519","20202020","202020",2005,2021
"18137","185883","RED CRESCENT RESOURCES LTD","RDCCF","756551107",NA,"1000","212","15104020","151040",2007,2012
"18138","185884","LEONOVUS INC","LVNSF","526681309","0001776904","7370","518210","45103010","451030",2012,2021
"18139","185886","TUDOU HOLDINGS LTD  -ADR","TUDO","89903T107","0001499599","7370","519130","45101010","451010",2010,2011
"18140","185891","BLUEONE CARD INC","BCRD","09630X106","0001496690","5700","4422","45102020","451020",2009,2010
"18141","185894","PRESIDIO INC","PSDO","74102M103","0001631825","7370","54151","45102010","451020",2015,2019
"18142","185903","RIO2 LTD","RIOFF","767217102","0001743235","1040","212221","15104030","151040",2011,2021
"18143","185908","ACELRX PHARMACEUTICALS INC","ACRX","00444T100","0001427925","2834","325412","35202010","352020",2006,2021
"18144","185911","UNI CORE HOLDINGS CORP","UCHC","90456P302",NA,"2631","322130","15103020","151030",2009,2014
"18145","185912","YOUKU TUDOU INC","YOKU","98742U100","0001442596","7370","519130","45101010","451010",2008,2014
"18146","185916","FRONTIER RARE EARTHS LTD","FREFF","G36830100","0001506329","1090","212299","15104020","151040",2006,2015
"18147","185917","DONG FANG HUI LE INC","DFHL","25774M201","0001381341","8090","6214","35102015","351020",2010,2011
"18148","185921","RIGNET INC","RNET","766582100","0001162112","4899","517919","10101020","101010",2005,2020
"18149","185926","CTPARTNERS EXEC SEARCH INC","CTPR","22945C105","0001439199","7361","561312","20202010","202020",2007,2014
"18150","185928","E-COMMERCE CH DANGDANG -ADR","DANG","26833A105","0001499744","5961","454111","25502020","255020",2008,2015
"18151","185929","BONA FILM GROUP LTD -ADR","BONA","09777B107","0001504796","7822","512120","25401030","254010",2007,2014
"18152","185930","YELLOWHEAD MINING INC","YHMGF","98563A407",NA,"1000","212","15104020","151040",2012,2017
"18153","185932","DIVIDEND SELECT 15 CORP","DVVDF","255380107",NA,"6199",NA,"40203010","402030",2010,2021
"18154","185933","TUNGSTEN CORP","TUNG","899736102","0001475065","1000","212","15104020","151040",2011,2013
"18155","185937","OCP SENIOR CREDIT FUND","OSL.UN","67087L108",NA,"6199","525990",NA,NA,2010,2019
"18156","185938","LENTUO INTERNATIONAL -ADR","LASLY","526353107","0001499673","5500","4411","25504050","255040",2009,2013
"18157","185940","G2 GOLDFIELDS INC","GUYGF","36256R105","0001526491","1040","212221","15104030","151040",2009,2020
"18158","185942","ETFS WHITE METALS BSKT TR","WITE","26923B104",NA,"6722","525910",NA,NA,2010,2015
"18159","185943","PEREGRINE SEMICONDUCTOR CORP","PSMI","71366R703","0000880177","3674","334413","45301020","453010",2010,2013
"18160","185944","SKY-MOBI LTD  -ADR","MOBI","83084G109","0001500252","7372","511210","45103010","451030",2008,2015
"18161","185945","TRANZYME INC","TZYM","89413J102",NA,"2836","325414","35201010","352010",2006,2012
"18162","185946","CLARUS THERAPEUTICS HOLD INC","CRXT","18271L107","0001817944","2836","325414","35202010","352020",2008,2021
"18163","185948","DOUBLEVIEW GOLD CORP","DBLVF","25862T100","0001697658","1000","212","15104020","151040",2011,2021
"18164","185949","ISHARES S&P/TSX N/A PRF STK","XPF.","46431J100",NA,"6722","525910",NA,NA,2010,2021
"18165","185950","TRANSPORTATION & LOG SYS INC","TLSS","89388L108","0001463208","4731","541614","20301010","203010",2012,2021
"18166","185951","STW RESOURCES HOLDING CORP","STWSQ","78484X207","0001357838","1389","213112","10101020","101010",2011,2014
"18167","185952","REV GROUP INC","REVG","749527107","0001687221","3713","336211","20106010","201060",2012,2021
"18168","185953","AMERICAN REALTY CAPITAL TR","ARCT.2","02917L101","0001410997","6798","5311","40402010","404020",2008,2011
"18169","185954","CAZA GOLD CORP","CZGDF","149798308","0001447116","1040","212221","15104030","151040",2011,2016
"18170","185956","TOURMALINE OIL CORP","TRMLF","89156V106","0001451357","1311","2111","10102020","101020",2008,2021
"18171","185958","HORIZONS ACTIVE PFD SHR ETF","HPR.","44051D107",NA,"6199","525990",NA,NA,2010,2021
"18172","185960","STRAD INC","STRDF","86254Q104","0001499360","1311","213112","10101020","101010",2007,2019
"18173","185965","NUVEEN BUILD AMERICA BD OPP","NBD","67074Q102","0001493523","6726",NA,NA,NA,2010,2017
"18174","185966","KAYNE ANDERSON MDSTRM/ENG FD","KMF","48661E108","0001500096","6726",NA,NA,NA,2010,2021
"18175","185968","COHEN & STEERS SL PFD & INC","PSF","19248Y107","0001498612","6726",NA,NA,NA,2010,2021
"18176","185970","EAGLE ENERGY INC","EGRGF","26950W104",NA,"1311","2111","10102020","101020",2010,2018
"18177","185979","GREENHOUSE SOLUTIONS INC","GRSU","39530T202","0001491525","2834","325412","30302010","303020",2012,2016
"18178","185980","HAWAIIAN TELCOM HOLDCO INC","HCOM.1","420031106","0001487986","4813","517110","50101020","501010",2006,2017
"18179","185993","INVICTA ENERGY CORP","IVECF","46183V103",NA,"1311","3111","10102020","101020",2010,2012
"18180","185994","REELCAUSE INC","RCIT","75846B105","0001448776","3661","334210","50203010","502030",2009,2011
"18181","186006","HICKS ACQUISITION CO II INC","HKAC","429090103","0001416995","9995","999990",NA,NA,2010,2011
"18182","186009","HORIZONS S&P500 (CDN) ETF","HXS.","44056A108",NA,"6199",NA,NA,NA,2010,2021
"18183","186010","EXCHANGE LISTED FUNDS TRUST","HYLD","30151E814",NA,"6722","525910",NA,NA,2010,2021
"18184","186012","CURIS RESOURCES LTD","PCCRF","23127B105",NA,"1000","212","15104020","151040",2010,2013
"18185","186013","TORCHLIGHT ENERGY RESOURCES","TRCH","89102U103",NA,"1311","211120","10102020","101020",2010,2020
"18186","186015","FAX CAPITAL CORP","FXC.","31210A306",NA,"6799","523999","40203010","402030",2015,2021
"18187","186019","BAKKEN RESOURCES INC","BKKN","05758P107","0001450390","1311","211111","10102020","101020",2012,2016
"18188","186023","IRON TANK RESOURCES CORP","TNK.","463008102",NA,"1040","212221","15104030","151040",2012,2014
"18189","186030","SEBRING SOFTWARE INC","SMXIQ","813084100","0001452476","7372","511210","35103010","351030",2010,2014
"18190","186033","ISHARES 0-5 YEAR TIPS BD ETF","STIP","46429B747",NA,"6722","525910",NA,NA,2010,2021
"18191","186034","INVESCO KBW PRM YLD EQ R ETF","KBWY","46138E594",NA,"6722",NA,NA,NA,2010,2021
"18192","186035","INVESCO KBW HG DIV YIELD ETF","KBWD","46138E610",NA,"6722",NA,NA,NA,2010,2021
"18193","186036","POWERSHARES KBW INTL FIN ETF","KBWX","73936Q785",NA,"6722",NA,NA,NA,2010,2013
"18194","186037","INVESCO EXCH TRADED KWB &CAS","KBWP","46138E586",NA,"6722",NA,NA,NA,2010,2021
"18195","186038","INNOVENTE INC","IGE.H","45778G109",NA,"4991","2211","55105020","551050",2011,2012
"18196","186040","PROSHARES RAFI LONG/SHORT","RALS","74347X310",NA,"6722","525910",NA,NA,2010,2021
"18197","186041","ISOFTSTONE HOLDINGS LIMITED","ISS","46489B108","0001500308","7370","541519","45102010","451020",2007,2013
"18198","186042","MARATHON GOLD CORP","MGDPF","56580Q102","0001507472","1000","212221","15104030","151040",2010,2021
"18199","186045","SAGENT PHARMACEUTICALS INC","SGNT","786692103","0001369786","2834","325412","35202010","352020",2006,2015
"18200","186046","DIREXION DLY GLD MRS BULL 2X","NUGT","25460G781",NA,"6722","525910",NA,NA,2011,2021
"18201","186047","DIREXION DLY GLD MNRS IDX 2X","DUST","25460G880",NA,"6722","525910",NA,NA,2011,2021
"18202","186049","GUGGENHEIM RUSSELL 1000 EQ","EWRI","78355W593",NA,"6722","525910",NA,NA,2010,2015
"18203","186050","INVESCO S&P SM 600 EL WT ETF","EWSC","46137V183",NA,"6722","525910",NA,NA,2010,2021
"18204","186051","INVESCO S&P MDCAP 400 ETF","EWMC","46137V225",NA,"6722","525910",NA,NA,2010,2021
"18205","186052","GUGGENHEIM MSCI EAFE EQ WT","EWEF","78355W544",NA,"6722","525910",NA,NA,2010,2012
"18206","186053","INVESCO MSCI EME CTY WT ETF","EWEM","46138E552",NA,"6722","525910",NA,NA,2010,2019
"18207","186057","JWC ACQUISITION CORP","3JWCA","46634Y102","0001498157","9995","999990",NA,NA,2010,2011
"18208","186059","ALABAMA GRAPHITE CORP","CSPGF","010293108",NA,"1000","212","15104020","151040",2012,2017
"18209","186061","LILIS ENERGY INC","LLEXQ","532403201","0001437557","1311","211120","10102020","101020",2010,2019
"18210","186065","HORIZONS ACTIVE UT-SH IV ETF","HRZAF","44051H108",NA,"6722","525910",NA,NA,2010,2021
"18211","186071","BRIXTON METALS CORP","BBBXF","11120Q302","0001548958","1000","212","15104020","151040",2010,2021
"18212","186073","PROPEL MULTI-STRATEGY FUND","PPF.UN","74344U103",NA,"6726","525990",NA,NA,2010,2013
"18213","186078","REVEN HOUSING REIT INC","RVEN","761378207","0001487782","6798","531110","60101060","601010",2012,2018
"18214","186080","NULEGACY GOLD CORP","NULGF","67053L108","0001502758","1040","212221","15104030","151040",2010,2020
"18215","186084","FRANKLIN FINANCIAL CORP/VA","FRNK","35353C102","0001505823","6035","522120","40102010","401020",2009,2014
"18216","186087","LONE PINE RESOURCES INC","LPRIQ","54222A106","0001506932","1311","211111","10102020","101020",2006,2012
"18217","186091","KARNALYTE RESOURCES INC","KRLTF","485672208",NA,"1400","212391","15101030","151010",2008,2021
"18218","186093","MANGANESE X ENERGY CORP","MNXXF","562678300",NA,"1044","21222","15104020","151040",2011,2020
"18219","186096","SCIO DIAMOND TECHNOLOGY CORP","SCIO","808831101","0001488934","3290","327999","15104040","151040",2009,2015
"18220","186097","MANTHEY REDMOND CORP","MHYR","564604106","0001471089","3510","33361","20106010","201060",2009,2011
"18221","186102","KARORA RESOURCES INC","KRRGF","48575L206","0001676759","1000","212221","15104030","151040",2009,2021
"18222","186103","GEODRILL LTD","GDLLF","G3828T103",NA,"1000","213114","15104020","151040",2008,2021
"18223","186104","HORIZONS BETAPR SP500 VIX SH","HUV.","08664B204",NA,"6722","525910",NA,NA,2010,2021
"18224","186105","HORIZONS BETAPR SP500 VIX BU","HVU.","08660L206",NA,"6722","525910",NA,NA,2010,2017
"18225","186106","MOTOROLA MOBILITY HLDGS INC","MMI.3","620097105","0001495569","3663","334220","45201020","452010",2005,2011
"18226","186109","CONTANGO ORE INC","CTGO","21077F100","0001502377","1040","212221","15104020","151040",2010,2021
"18227","186110","VIRTUS OIL & GAS CORP","VOIL","92834V209","0001478725","1311","211111","10102020","101020",2011,2015
"18228","186112","MASERGY COMMUNCTNS INC -REDH","MSGY","57475Q108","0001127579","4899","517919","45101010","451010",2009,2010
"18229","186119","O'LEARY CANADIAN INCM OPP 2","OLYRF","67087K100",NA,"6722","525910",NA,NA,2010,2011
"18230","186120","CANADIAN UTIL & TEL INCM FD","UTE.UN","136715109",NA,"6726","525990",NA,NA,2010,2020
"18231","186121","AUSTRALIAN BANC CAP SEC TR","AUZ.UN","052561107",NA,"6726",NA,NA,NA,2010,2015
"18232","186122","HARVEST SUSTAINABLE INCM FD","HSI.UN","41754A109",NA,"6726","525990",NA,NA,2010,2011
"18233","186124","GRIZZLY GOLD CORP","GRZG","398693101","0001492541","1040","212221","15104030","151040",2011,2012
"18234","186126","MODERN MOBILITY AIDS INC","MDRM","607674108","0001497165","9995","999990","35102010","351020",2011,2014
"18235","186127","SILVER TIGER METALS INC","SLVTF","82831T109","0001821246","1040","212222","15104045","151040",2012,2020
"18236","186129","SERVICESOURCE INTL INC","SREV","81763U100","0001310114","7370","541512","45102010","451020",2006,2021
"18237","186130","PRETIUM RESOURCES INC","PVG","74139C102","0001508844","1040","212221","15104030","151040",2010,2020
"18238","186131","SKOPE ENERGY INC","SKL.","83083Q108",NA,"1311","2111","10102020","101020",2010,2011
"18239","186132","FIRST ASSET CDN CONVRT FD","ADC.UN","31865N108",NA,"6726","525990",NA,NA,2010,2017
"18240","186134","HORIZONS GOLD YIELD ETF","HGY.","44050F103",NA,"6722","525910",NA,NA,2012,2021
"18241","186135","PETRONOVA INC","PRVAF","71674V107","0001503886","1311","211111","10102020","101020",2011,2014
"18242","186136","REGULUS RESOURCES INC","RGLSF","75915M107","0001544474","1000","212","15104020","151040",2011,2021
"18243","186138","CHIEFTAIN METALS CORP","CFTMF","16867Q100",NA,"1000","212","15104020","151040",2010,2015
"18244","186139","CVR PARTNERS LP","UAN","126633205","0001425292","2870","3253","15101030","151010",2006,2021
"18245","186152","VIRTUS STONE H E M INC FUND","EDF","86164T107","0001501103","6199","525990",NA,NA,2010,2021
"18246","186153","U S RARE EARTHS INC","UREE","90346C206","0001098881","1090","212299","15104020","151040",2009,2014
"18247","186154","SOLO INTERNATIONAL INC","SLIO","83427E209","0001501845","1090","212299","15104020","151040",2011,2014
"18248","186155","ZENTEK LTD","ZTEK","98942X102","0001904501","3842","339113","35101020","351010",2010,2020
"18249","186158","JETPAY CORP","JTPY","477177109","0001507986","6099","522320","45102020","451020",2011,2017
"18250","186159","SUPERNUS PHARMACEUTICALS INC","SUPN","868459108","0001356576","2834","325412","35202010","352020",2007,2021
"18251","186162","GOLD AND GEMSTONE MINING INC","GGSM","380485102","0001485156","1040","212221","15104040","151040",2010,2012
"18252","186165","WESTHAVEN GOLD CORP","WTHVF","960350106",NA,"1000","212","15104030","151040",2013,2021
"18253","186166","GRN HOLDING CORP","GRNF","36257K109","0001492448","9995","999990","15104030","151040",2010,2019
"18254","186169","GLOBAL WATER RESOURCES INC","GWRS","379463102","0001434728","4941","221310","55104010","551040",2008,2021
"18255","186171","MEDIJANE HOLDINGS INC -OLD","MJMD.1","58499A939",NA,"2834","325412","35202010","352020",2013,2014
"18256","186173","BRAVEHEART RESOURCES INC","RIINF","10566L108","0001831894","1040","212221","15104040","151040",2010,2020
"18257","186180","VOC ENERGY TRUST","VOC","91829B103","0001505413","1311","2111","10102020","101020",2008,2021
"18258","186185","PANA-MINERALES SA","3PNAM","698097102",NA,"1040","21222","15104040","151040",2009,2011
"18259","186188","MANGAZEYA MINING LTD","WHTGF","G57919105",NA,"1040","212221","15104030","151040",2007,2021
"18260","186192","GREENPLEX SERVICES INC","GRPX","39539Q100","0001472998","8734","541380","20202020","202020",2013,2014
"18261","186197","PERFORMANCE SHIPPPING INC","PSHG","Y67305121","0001481241","4412","483111","20303010","203030",2010,2021
"18262","186198","PROSHARES VIX ST-TERM FUTRS","VIXY","74347Y854",NA,"6722","525910",NA,NA,2011,2021
"18263","186199","PROSHARES VIX MID-TERM FUTRS","VIXM","74347W338",NA,"6722","525910",NA,NA,2011,2021
"18264","186200","RTG MINING INC","RTEGF","G7707W152","0001570154","1040","212221","15104030","151040",2011,2021
"18265","186203","LIBERTY GOLD CORP","LBGO","53055T109","0001459697","1040","212221","15104040","151040",2010,2012
"18266","186206","ANDEAVOR LOGISTICS LP","ANDX","03350F106","0001507615","4610","486","10102040","101020",2005,2018
"18267","186208","ZUOAN FASHION LTD  -ADR","ZAHLY","98982X202","0001501176","2320","31522","25203010","252030",2008,2014
"18268","186209","GLOBAL X ALUMINUM ETF","ALUM","37950E713",NA,"6722","525910",NA,NA,2011,2011
"18269","186210","WISDOMTREE MANAGED FUTURES","WTMF","97717W125",NA,"6722","525910",NA,NA,2011,2021
"18270","186212","CROSS BORDER RESOURCES INC","XBOR","227443108","0001373485","1311","211111","10102020","101020",2012,2014
"18271","186223","GREENWICH KAHALA  -ADR-REDH","GKH","396854101","0001501065","7359","532411","20107010","201070",2010,2010
"18272","186229","MKANGO RESOURCES LTD","MKNGF","60686A409","0001605946","1090","212299","15104020","151040",2012,2021
"18273","186230","ATLAS FINANCIAL HOLDINGS INC","AFHIF","G06207115","0001539894","6331","524126","40301040","403010",2010,2021
"18274","186234","KGIC INC","LGLTF","48190B104",NA,"8200","611","25302010","253020",2010,2015
"18275","186235","MONDIAL VENTURES INC","MNVN","60921T205","0001284452","1311","211111","10102020","101020",2011,2013
"18276","186236","FIRST CHOICE HEALTHCARE SLT","FCHS","31949B104","0001416876","8060","622310","35102015","351020",2010,2017
"18277","186240","RYU APPAREL INC","RYPPF","74979J407","0001472601","2300","315","25203010","252030",2010,2021
"18278","186250","BONAMOUR INC","BONI","097773105","0001421871","2844","325620","30302010","303020",2009,2013
"18279","186257","GUGGENHEIM MSCI ACWI EQ WT","EWAC","78355W528",NA,"6722","525910",NA,NA,2011,2011
"18280","186258","SCHWAB U.S. REIT ETF","SCHH","808524847",NA,"6722","525910",NA,NA,2011,2021
"18281","186259","SCHWAB U.S. MID-CAP ETF","SCHM","808524508",NA,"6722","525910",NA,NA,2011,2021
"18282","186267","ETFS ASIAN GOLD TRUST","AGOL.","26923C102",NA,"6722","525910",NA,NA,2011,2014
"18283","186269","NESSCAP ENERGY INC","NCERF","64105A107",NA,"3620","335999","45203015","452030",2012,2016
"18284","186275","ADECOAGRO SA","AGRO","L00849106","0001499505","2060","311314","30202030","302020",2008,2021
"18285","186276","KOSMOS ENERGY LTD","KOS","500688106","0001509991","1311","211120","10102020","101020",2006,2021
"18286","186277","CANOE GO CANADA INCOME FUND","GCI.UN","137802104",NA,"6726","525990",NA,NA,2011,2011
"18287","186278","AIR LEASE CORP","AL","00912X302","0001487712","7359","532411","20107010","201070",2010,2021
"18288","186279","PHENIXFIN CORP","PFX","71742W103","0001490349","6797","523910","40203010","402030",2010,2021
"18289","186288","BOINGO WIRELESS INC","WIFI","09739C102","0001169988","4899","517919","50102010","501020",2007,2020
"18290","186289","OXFORD LANE CAPITAL CORP","OXLC","691543102","0001495222","6199","525990","40203010","402030",2010,2021
"18291","186290","WOLVERINE BANCORP INC","WBKC","977880103","0001500836","6035","522120","40102010","401020",2008,2016
"18292","186296","TRANSATLANTIC MINING CORP","TRRGF","89355R203","0001570520","1000","212","15104020","151040",2012,2021
"18293","186297","GLOBAL X RUSSELL EM GWTH ETF","EMGX","37950E663",NA,"6722","525990",NA,NA,2011,2011
"18294","186298","GLOBAL X RUSSELL EM VALU ETF","EMVX","37950E671",NA,"6722","525910",NA,NA,2011,2011
"18295","186299","GUGGENHEIM BULTS HY 2012 ETF","BSJC","18383M456",NA,"6722","525910",NA,NA,2011,2011
"18296","186300","GUGGENHEIM BULTS HY 2013 ETF","BSJD","18383M449",NA,"6722","525910",NA,NA,2011,2012
"18297","186301","GUGGENHEIM BULTS HY 2014 ETF","BSJE","18383M431",NA,"6722","525910",NA,NA,2011,2013
"18298","186302","GUGGENHEIM BULTS HY 2015 ETF","BSJF","18383M423",NA,"6722","525910",NA,NA,2011,2014
"18299","186308","RPX CORP","RPXC","74972G103","0001509432","6794","533110","20202020","202020",2009,2017
"18300","186310","HUNTINGTON INGALLS IND INC","HII","446413106","0001501585","3730","336611","20101010","201010",2008,2021
"18301","186311","CITYCENTER HOLDINGS LLC","5501B","17799Z911","0001531271","7011","721120","40403010","404030",2007,2012
"18302","186312","PAX MSCI EAFE ESG INDEX ETF","EAPS","70422P206",NA,"6722","525910",NA,NA,2011,2013
"18303","186317","OROGEN ROYALTIES INC","OGNRF","68707R103",NA,"1000","212","15104020","151040",2011,2021
"18304","186321","SPDR S&P HLTH CARE EQUIP ETF","XHE","78464A581",NA,"6722","525910",NA,NA,2011,2021
"18305","186322","SPDR S&P TRANSPORTATION ETF","XTN","78464A532",NA,"6722","525910",NA,NA,2011,2021
"18306","186323","SPDR S&P TELECOM ETF","XTL","78464A540",NA,"6722","525910",NA,NA,2011,2021
"18307","186324","ADVISORSHARES ACTIV BEAR ETF","HDGE","00768Y412",NA,"6722","525910",NA,NA,2011,2021
"18308","186327","ASIA GREEN AGRICULTURE CORP","AGAC.1","04521C105","0001440476","0100","111219","30202010","302020",2009,2013
"18309","186329","ABERDEEN INCM CRED STRA FUND","ACP","003057106","0001503290","6726","525990",NA,NA,2011,2021
"18310","186331","BLACKSTONE/GSO LONG-SHORT FD","BGX","09257D102","0001504234","6726","525990",NA,NA,2011,2021
"18311","186332","GAMCO NAT RES GOLD & INCM TR","GNT","36465E101","0001438893","6726","525990",NA,NA,2011,2021
"18312","186335","EMERGE RESOURCES CORP","EME.","29102K200",NA,"1040","212221","15104030","151040",2011,2014
"18313","186336","C&J ENERGY SERVICES INC","CJ","12674R100","0001615817","1389","213112","10101020","101010",2006,2018
