"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"Bayshore National Bank of La Porte",NA,"TX","Texas","N",340246000,19343,752952,"bayshore national bank of la porte",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"American Bank",NA,"LA","Louisiana","NM",88572000,19345,815138,"american bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"UMB Highland Park Bank and Trust",NA,"KS","Kansas","NM",93266000,19346,58252,"umb highland park bank and trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First National Bank of Princeton-Naranja",NA,"FL","Florida","N",5050000,19348,711632,"first national bank of princeton-naranja",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First Missouri Bank of SEMO","First Malden Bancshares, Inc.","MO","Missouri","NM",168031000,19349,991359,"first missouri bank of semo",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Page State Bank",NA,"ND","North Dakota","NM",7722000,19350,881254,"page state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Estes Park","First National Financial Corporation","CO","Colorado","NM",121158000,19351,550354,"bank of estes park",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Colonial Bank of Alabama",NA,"AL","Alabama","NM",255285000,19352,519436,"the colonial bank of alabama",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lafayette American Bank",NA,"CT","Connecticut","NM",2525699000,19353,63304,"lafayette american bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Hodge Bank & Trust Company","Hodge Bancshares, Inc.","LA","Louisiana","NM",68557000,19354,931355,"hodge bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Excel Bank Minnesota",NA,"MN","Minnesota","NM",613580000,19355,131351,"excel bank minnesota",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Valley State Bank of Oslo",NA,"MN","Minnesota","NM",15209000,19356,169251,"valley state bank of oslo",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Jefferson National Bank at Sunny Isles",NA,"FL","Florida","N",108580000,19357,48936,"jefferson national bank at sunny isles",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Round Top State Bank","Round Top Bancshares, Inc.","TX","Texas","NM",506170000,19358,665865,"round top state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commercial Security Bank of Salt Lake",NA,"UT","Utah","NM",20233000,19359,372172,"commercial security bank of salt lake",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Beneficial Savings Bank, F.S.B.",NA,"FL","Florida","SA",35165000,19360,199539,"beneficial savings bank, f.s.b.",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"Southeast National Bank of Cocoa",NA,"FL","Florida","N",14065000,19361,968735,"southeast national bank of cocoa",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Nationsbank, National Association (Mid-West)",NA,"MO","Missouri","N",10112721000,19362,791559,"nationsbank, national association (mid-west)",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Central Washington Bank",NA,"WA","Washington","NM",228433000,19363,687876,"central washington bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Yorktown Community Bank",NA,"TX","Texas","NM",19080000,19366,217769,"yorktown community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mechanics National Bank",NA,"CA","California","N",148713000,19367,831361,"mechanics national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Norwest Bank Longmont, National Association",NA,"CO","Colorado","N",85992000,19368,88156,"norwest bank longmont, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Colorado Community First National Bank",NA,"CO","Colorado","N",37697000,19369,163950,"colorado community first national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First Alabama Bank of Gadsden, N. A.",NA,"AL","Alabama","N",42329000,19370,446532,"first alabama bank of gadsden, n. a.",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Relyance Bank, National Association","Jefferson Bancshares, Inc.","AR","Arkansas","N",695738000,19371,49241,"relyance bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Century National Bank of Lee County",NA,"FL","Florida","N",60431000,19372,597434,"century national bank of lee county",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Patriot Bank, National Association",NA,"MA","Massachusetts","N",890676000,19374,910202,"patriot bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Muscle Shoals National Bank",NA,"AL","Alabama","N",24042000,19376,832788,"muscle shoals national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Franklin Bank",NA,"TX","Texas","NM",20922000,19377,158,"franklin bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Liberty Bank of Calvert City",NA,"KY","Kentucky","NM",36108000,19378,978248,"first liberty bank of calvert city",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Midtown National Bank",NA,"CO","Colorado","N",10599000,19379,589859,"midtown national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Fidelity Bank & Trust Company",NA,"LA","Louisiana","NM",24871000,19380,366537,"fidelity bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Park State Bank & Trust",NA,"CO","Colorado","NM",101904000,19381,480059,"park state bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Citizens Bank",NA,"UT","Utah","NM",93459000,19383,678977,"the citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The First Marion Bank",NA,"FL","Florida","NM",28883000,19384,316037,"the first marion bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Flagship U. S. Bank of Seminole",NA,"FL","Florida","NM",25207000,19385,829630,"flagship u. s. bank of seminole",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Riverside National Bank",NA,"CA","California","N",251715000,19386,689562,"riverside national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Great Western National Bank",NA,"OR","Oregon","N",49031000,19388,890667,"great western national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Spivey State Bank",NA,"GA","Georgia","NM",88281000,19389,90739,"spivey state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Riverside, Missouri",NA,"MO","Missouri","NM",9053000,19390,654654,"bank of riverside, missouri",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Continental Bank Guardian",NA,"WI","Wisconsin","NM",21891000,19392,438144,"continental bank guardian",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Union Planters Bank of Southwest Tennessee",NA,"TN","Tennessee","NM",89199000,19393,528951,"union planters bank of southwest tennessee",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Pioneer Citizens Bank of Nevada",NA,"NV","Nevada","NM",1122160000,19394,659163,"pioneer citizens bank of nevada",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Royal Bank-West Side National Association",NA,"MO","Missouri","N",35068000,19395,443456,"royal bank-west side national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Unison Bank","Mcintosh County Bank Holding Company, Inc.","ND","North Dakota","NM",281129000,19396,676151,"unison bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mid City Bank, Inc.",NA,"NE","Nebraska","NM",106075000,19397,63359,"mid city bank, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mid-Cal National Bank",NA,"CA","California","N",85518000,19398,809164,"mid-cal national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"American National Bank",NA,"CT","Connecticut","N",336981000,19399,966106,"american national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"The Sunshine Bank of Wheeling, Inc.",NA,"WV","West Virginia","NM",63341000,19400,643528,"the sunshine bank of wheeling, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Capital Bank","Jane Austin Chapman Limited Partnership, L.P.","TX","Texas","NM",373199000,19401,596156,"capital bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"National Bank of Albuquerque",NA,"NM","New Mexico","N",55680000,19403,740753,"national bank of albuquerque",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First National Bank at Douglas",NA,"WY","Wyoming","N",14020000,19405,6150,"first national bank at douglas",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Allied Spring Bank",NA,"TX","Texas","NM",103842000,19406,347068,"allied spring bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mercantile Bank of Northern Missouri",NA,"MO","Missouri","NM",369109000,19407,665557,"mercantile bank of northern missouri",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"City National Bank of Pittsburg",NA,"KS","Kansas","N",121148000,19408,527253,"city national bank of pittsburg",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The First National Bank of Lake Bluff",NA,"IL","Illinois","N",46333000,19409,827337,"the first national bank of lake bluff",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First City Bank - Market Center, National Association",NA,"TX","Texas","N",70946000,19410,545051,"first city bank - market center, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Magna Bank of Illinois",NA,"IL","Illinois","SM",198155000,19411,617547,"magna bank of illinois",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Allied Mercantile Bank",NA,"TX","Texas","NM",304190000,19412,149655,"allied mercantile bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Old Stone Bank",NA,"RI","Rhode Island","NM",1866731000,19413,657208,"old stone bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Security National Bank & Trust Company of New Jersey",NA,"NJ","New Jersey","N",83190000,19414,620109,"security national bank & trust company of new jersey",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Lincoln Bank South",NA,"NE","Nebraska","NM",33952000,19415,23652,"lincoln bank south",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"CTBC Bank Corp. (USA)","Ctbc Financial Holding Co., Ltd.","CA","California","NM",3027937000,19416,996260,"ctbc bank corp. (usa)",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bedford County Bank",NA,"TN","Tennessee","NM",51530000,19417,985536,"bedford county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"AmericaUnited Bank and Trust Company USA",NA,"IL","Illinois","NM",282553000,19418,397447,"americaunited bank and trust company usa",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Thunderbird Bank",NA,"AZ","Arizona","NM",182183000,19419,456867,"thunderbird bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank of the South",NA,"GA","Georgia","NM",224614000,19420,367431,"citizens bank of the south",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Bank and Trust Company",NA,"OK","Oklahoma","NM",49411000,19421,244457,"first bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Midland National Bank",NA,"WI","Wisconsin","N",402867000,19422,756941,"midland national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Savings Bank of Rockland County",NA,"NY","New York","SB",177130000,19423,184209,"the savings bank of rockland county",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"Flagship Bank of Town 'n Country",NA,"FL","Florida","NM",22079000,19424,271239,"flagship bank of town 'n country",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Barnett Bank of San Jose",NA,"FL","Florida","NM",40663000,19425,206839,"barnett bank of san jose",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens National Bank of Idaho",NA,"ID","Idaho","N",46880000,19426,569963,"citizens national bank of idaho",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The First National Bank of Amarillo",NA,"TX","Texas","N",365626000,19427,311359,"the first national bank of amarillo",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"National Bank of Defiance",NA,"OH","Ohio","N",35306000,19428,612216,"national bank of defiance",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Fleet National Bank of Massachusetts",NA,"MA","Massachusetts","N",11239697000,19429,914808,"fleet national bank of massachusetts",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Pekin National Bank",NA,"IL","Illinois","N",20052000,19430,864341,"pekin national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"National Bank of Commerce of Brownsville",NA,"TX","Texas","N",34694000,19431,299756,"national bank of commerce of brownsville",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First RepublicBank Alamo Heights, National Association",NA,"TX","Texas","N",142610000,19432,48169,"first republicbank alamo heights, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"BAC Community Bank","Bac Financial Inc.","CA","California","NM",598729000,19434,5461,"bac community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Keystone Bank",NA,"MO","Missouri","NM",127819000,19435,940955,"keystone bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community Bank & Trust Company",NA,"IL","Illinois","NM",38861000,19437,242033,"community bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Riverton Community Bank",NA,"IL","Illinois","NM",33867000,19438,996840,"riverton community bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"SouthTrust Bank of Mobile",NA,"AL","Alabama","NM",479513000,19439,576532,"southtrust bank of mobile",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Financial Bank","Firstfed Bancorp, Inc. Employee Stock Ownership Plan","AL","Alabama","NM",171429000,19440,292234,"first financial bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank One, Elgin",NA,"IL","Illinois","NM",93320000,19441,247748,"bank one, elgin",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Island State Bank",NA,"TX","Texas","NM",10109000,19442,18667,"island state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Bank of Bluewell",NA,"WV","West Virginia","NM",44571000,19443,813723,"peoples bank of bluewell",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Midland Bank of Kansas",NA,"KS","Kansas","NM",124262000,19444,1006755,"midland bank of kansas",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Union Planters Bank of Northeast Mississippi, National Association",NA,"MS","Mississippi","N",296837000,19445,582542,"union planters bank of northeast mississippi, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Bank of Boston - Essex",NA,"MA","Massachusetts","NM",36594000,19446,862002,"bank of boston - essex",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Kingsley State Bank","Kingsley Banc Corp","IA","Iowa","NM",192771000,19447,809940,"kingsley state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"BNA Bank","Bna Bancshares, Inc.","MS","Mississippi","NM",486497000,19448,916745,"bna bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First Midwest Bank/Lake Forest, a National Association",NA,"IL","Illinois","N",67574000,19449,640237,"first midwest bank/lake forest, a national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Gateway Bank of St. Louis",NA,"MO","Missouri","NM",26882000,19450,182157,"gateway bank of st. louis",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Boatmen's National Bank of Richmond",NA,"MO","Missouri","N",36828000,19451,245959,"boatmen's national bank of richmond",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First RepublicBank Richardson",NA,"TX","Texas","NM",179375000,19452,800666,"first republicbank richardson",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The County Bank, Santa Barbara-Carpinteria",NA,"CA","California","NM",43050000,19453,68868,"the county bank, santa barbara-carpinteria",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Michigan National Bank - Oakland",NA,"MI","Michigan","N",557679000,19454,902841,"michigan national bank - oakland",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First Alabama Bank of Hartselle",NA,"AL","Alabama","NM",32476000,19455,116536,"first alabama bank of hartselle",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"MBank Houston, National Association",NA,"TX","Texas","N",3307498000,19456,653657,"mbank houston, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First National Bank of Grady County",NA,"GA","Georgia","N",125735000,19457,173838,"first national bank of grady county",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Northpark National Bank of Dallas",NA,"TX","Texas","N",695579000,19458,788054,"northpark national bank of dallas",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"United Community Bank","United Community Bancorp, Inc.","IL","Illinois","NM",1418040000,19459,439338,"united community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Dominion Bank of Richmond, National Association",NA,"VA","Virginia","N",699304000,19460,283027,"dominion bank of richmond, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Beverly Bank-Matteson",NA,"IL","Illinois","NM",153539000,19461,169345,"beverly bank-matteson",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Peoples Bank of South Carolina, Inc.",NA,"SC","South Carolina","NM",38847000,19462,461320,"the peoples bank of south carolina, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First National Bank of Tucker",NA,"GA","Georgia","N",19449000,19463,564436,"the first national bank of tucker",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"Commercial and Farmers National Bank",NA,"CA","California","N",83221000,19464,984669,"commercial and farmers national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"American Commercial Bank",NA,"WA","Washington","NM",54336000,19465,77776,"american commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Flagship Bank of West Melbourne, National Association",NA,"FL","Florida","N",10802000,19466,581938,"flagship bank of west melbourne, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First National Bank of Moorestown",NA,"NJ","New Jersey","N",16270000,19467,724119,"first national bank of moorestown",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"FNB Of Central Alabama","Fnb Bancshares Of Central Alabama, Inc.","AL","Alabama","NM",276061000,19468,739430,"fnb of central alabama",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Colonial Bank",NA,"AL","Alabama","SM",269171000,19469,557737,"colonial bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Bank of Montana Conrad",NA,"MT","Montana","NM",15046000,19471,670252,"bank of montana conrad",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First State Bank of Centralia",NA,"IL","Illinois","NM",31600000,19472,817141,"the first state bank of centralia",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Southern National Bank of Hattiesburg",NA,"MS","Mississippi","N",34656000,19474,439039,"southern national bank of hattiesburg",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Colonial Bank of Hartford",NA,"CT","Connecticut","NM",57350000,19475,734903,"colonial bank of hartford",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples National Bank",NA,"WV","West Virginia","N",153746000,19476,1016138,"peoples national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Central Bank of Eufaula",NA,"AL","Alabama","NM",27133000,19477,868282,"central bank of eufaula",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Bank of Hillsborough County",NA,"FL","Florida","NM",98473000,19478,321134,"peoples bank of hillsborough county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commerce Bank of Florissant",NA,"MO","Missouri","NM",76452000,19479,1010453,"commerce bank of florissant",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Turtle Lake","Mclean Bank Holding Company","ND","North Dakota","NM",49677000,19480,831352,"bank of turtle lake",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of the West",NA,"WA","Washington","NM",125342000,19481,219071,"bank of the west",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Consumers National Bank","Consumers Bancorp, Inc.","OH","Ohio","N",446394000,19482,477321,"consumers national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Austin Bank, Whitehouse, Texas, National Association",NA,"TX","Texas","N",85107000,19483,296661,"austin bank, whitehouse, texas, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"United Jersey Bank/Fidelity Bank",NA,"NJ","New Jersey","NM",273734000,19484,825511,"united jersey bank/fidelity bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Liberty Bank and Trust Company",NA,"MA","Massachusetts","NM",37143000,19485,985602,"liberty bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Community National Bank",NA,"IL","Illinois","N",55866000,19486,686141,"first community national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"Security State Trust & Savings Bank",NA,"IA","Iowa","NM",24783000,19488,885944,"security state trust & savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mark Twain State Bank",NA,"MO","Missouri","NM",137288000,19489,827645,"mark twain state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Kingfisher Bank and Trust Co.",NA,"OK","Oklahoma","NM",94934000,19490,353256,"kingfisher bank and trust co.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Chicago, S.B.",NA,"IL","Illinois","SB",199054000,19491,193733,"bank of chicago, s.b.",FALSE,"Did not comment",915546343.628809,95742500,878777987.0317,286179000
"First Acadiana Bank",NA,"LA","Louisiana","NM",46767000,19492,729730,"first acadiana bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Illini Bank of Menard County",NA,"IL","Illinois","NM",19660000,19493,623539,"illini bank of menard county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Santa Clarita National Bank",NA,"CA","California","N",243261000,19494,203968,"santa clarita national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Barnett Bank of Palm Beach County",NA,"FL","Florida","NM",95112000,19495,589233,"barnett bank of palm beach county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"M&I Western State Bank",NA,"WI","Wisconsin","NM",87614000,19496,47546,"m&i western state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens National Bank of Southington",NA,"CT","Connecticut","N",93600000,19497,512802,"citizens national bank of southington",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Montgomery Bank & Trust",NA,"GA","Georgia","NM",153208000,19498,982731,"montgomery bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Community Bank of Vidalia",NA,"GA","Georgia","SA",62403000,19499,17035,"first community bank of vidalia",FALSE,"Did not comment",915546343.628809,95742500,849658148.500577,128373500
"Firstar Bank Manitowoc",NA,"WI","Wisconsin","NM",258917000,19500,733942,"firstar bank manitowoc",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Wells Fargo Bank Arizona, National Association",NA,"AZ","Arizona","N",12827633000,19501,49362,"wells fargo bank arizona, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First National Bank of Tennessee",NA,"TN","Tennessee","N",816080000,19502,283737,"first national bank of tennessee",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"First Midwest Bank/Lake County",NA,"IL","Illinois","NM",43873000,19503,1015944,"first midwest bank/lake county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First of America Bank-Belvidere",NA,"IL","Illinois","NM",29465000,19504,437633,"first of america bank-belvidere",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Illinois in Mt. Vernon",NA,"IL","Illinois","NM",160675000,19505,422349,"bank of illinois in mt. vernon",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Springfield","Spring Bancorp, Inc.","IL","Illinois","NM",932306000,19506,248240,"bank of springfield",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Western National Bank of Scottsbluff",NA,"NE","Nebraska","N",26027000,19507,467452,"western national bank of scottsbluff",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"South Shores National Bank of Decatur",NA,"IL","Illinois","N",23475000,19508,792033,"south shores national bank of decatur",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"University National Bank of Boca Raton",NA,"FL","Florida","N",41348000,19509,368438,"university national bank of boca raton",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Citizens Bank",NA,"TN","Tennessee","NM",111942000,19510,864837,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Republic National Bank of Miami",NA,"FL","Florida","N",1513652000,19511,755533,"republic national bank of miami",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Royal Banks of Missouri","Royal Bancshares, Inc.","MO","Missouri","NM",688454000,19512,501459,"royal banks of missouri",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Young America",NA,"MN","Minnesota","NM",108826000,19513,221654,"state bank of young america",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First National Bank of Rochester",NA,"NY","New York","N",588511000,19514,803519,"first national bank of rochester",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Bank of Doniphan","Doniphan Bancshares, Inc.","NE","Nebraska","NM",104625000,19515,545154,"bank of doniphan",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Mercantile Bank of St. Louis National Association",NA,"MO","Missouri","N",7244093000,19516,626446,"mercantile bank of st. louis national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Savanna State Bank",NA,"IL","Illinois","NM",37783000,19517,335243,"savanna state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Imperial Valley National Bank",NA,"CA","California","N",23331000,19518,876867,"imperial valley national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Community National Bank and Trust Company of New York",NA,"NY","New York","N",333771000,19519,225410,"community national bank and trust company of new york",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"First Greenwood Bank",NA,"MS","Mississippi","NM",13591000,19520,153241,"first greenwood bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Barclays Bank of California",NA,"CA","California","NM",1263088000,19521,232865,"barclays bank of california",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
